"objectid","basic_colour","body_type","cc_rating","chassis7","first_nz_registration_year","first_nz_registration_month","gross_vehicle_mass","height","import_status","make","model","motive_power","number_of_axles","number_of_seats","nz_assembled","original_country","power_rating","previous_country","road_transport_code","submodel","TLA","transmission_type","vdam_weight","vehicle_type","vehicle_usage","vehicle_year"
1878,"silver","station wagon",1496,"",2008,4,1445,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",81,"None","","1.5p wagon 5dr 5m","South Waikato District","5-gear manual",0,"passenger car/van","private passenger",2008
1879,"white","saloon",1460,"cs2a-05",2011,8,1405,0,"used","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Porirua City","",0,"passenger car/van","private passenger",2003
1880,"grey","station wagon",3456,"",2009,7,2720,0,"new","Toyota","Highlander","petrol",2,7,"imported built-up","Japan",201,"None","","3.5p ltd 4wd wgn5 5a","Waimate District","5-gear auto",0,"passenger car/van","private passenger",2009
1881,"white","station wagon",1990,"rn3-103",2010,7,1795,0,"used","Honda","Stream","petrol",2,7,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2001
1882,"orange","mobile machine",3469,"708fdj3",2009,8,4330,0,"new","Toyota","8fd","diesel",0,0,"imported built-up","Japan",0,"None","","72-30","Auckland","",0,"mobile machine","other",2009
1883,"red","utility",2953,"",2010,8,2914,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",115,"None","","3.0td xlt dc w/s 4x2","Auckland","5-gear auto",0,"goods van/truck/utility","private passenger",2010
1884,"black","station wagon",2982,"",2010,1,2990,0,"new","Toyota","Landcruiser","diesel",2,7,"imported built-up","Japan",127,"None","","vx ltd 3.0td 5a","Hamilton City","5-gear auto",0,"passenger car/van","private passenger",2010
1885,"white","light van",2351,"",2011,9,2505,0,"new","Mitsubishi","L300","petrol",0,3,"imported built-up","Japan",99,"None","","2.4p lwb 5 door","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2011
1886,"white","hatchback",1798,"",2009,3,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p glx hatch 5 6m","Auckland","6-gear manual",0,"passenger car/van","private passenger",2009
1887,"white","utility",2953,"",2010,8,2894,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",115,"None","","3.0td dc w/s 4x2","Dunedin City","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1888,"silver","minibus",2982,"",2010,1,3200,0,"new","Toyota","Hiace","diesel",2,12,"imported built-up","Japan",80,"None","","3.0dt 4a 12 seat","Hamilton City","4-gear auto",0,"bus","private passenger",2010
1889,"silver","hatchback",1298,"",2008,5,1455,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch3 5m","Christchurch City","5-gear manual",0,"passenger car/van","private passenger",2008
1890,"blue","saloon",2489,"",2009,8,1854,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sedan gsx 2.5 5at","Hastings District","5-gear auto",0,"passenger car/van","private passenger",2009
1891,"silver","saloon",1998,"",2011,10,1850,0,"new","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",115,"None","","2.0 es sedan auto","Matamata-piako District","continuously variable",0,"passenger car/van","private passenger",2011
1892,"grey","utility",2999,"",2010,9,2900,0,"new","Holden","Colorado","diesel",2,5,"imported built-up","Thailand",120,"None","","4x4 crewcab p/u ltmt","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1893,"silver","hatchback",1798,"",2009,11,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2009
1894,"black","station wagon",1998,"",2010,1,1884,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",108,"None","","wagon glx 2.0 5 auto","South Waikato District","5-gear auto",0,"passenger car/van","private passenger",2010
1895,"blue","hatchback",1798,"",2010,6,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 6m","Selwyn District","6-gear manual",0,"passenger car/van","private passenger",2010
1896,"silver","station wagon",1998,"tc24-10",2010,4,1965,0,"used","Nissan","Serena","petrol",2,7,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2002
1897,"black","saloon",2970,"wbaav52",2010,3,1815,0,"used","Bmw","330i","petrol",2,5,"imported built-up","Germany",0,"Japan","","m-sport","Gisborne District","",0,"passenger car/van","private passenger",2000
1898,"red","hatchback",1372,"",2012,3,0,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",70,"None","","ltda 1.4 5dr","Invercargill City","4-gear auto",0,"passenger car/van","private passenger",2012
1899,"white","station wagon",2960,"lwfw-10",2009,6,2105,0,"used","Mazda","Mpv","petrol",2,6,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2003
1900,"green","hatchback",1498,"",2010,6,1470,0,"new","Mazda","Mazda2","petrol",0,5,"imported built-up","Thailand",76,"None","","classic 1.5 4at","Ashburton District","4-gear auto",0,"passenger car/van","private passenger",2010
1901,"grey","saloon",2488,"",2010,9,1850,0,"new","Mazda","Mazda6","petrol",0,5,"imported built-up","Japan",125,"None","","sedan gsx 2.5 5at","Auckland","5-gear auto",0,"passenger car/van","private passenger",2010
1902,"black","hatchback",1995,"",2010,5,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfcb2 2.0 5dr ltd","Christchurch City","continuously variable",0,"passenger car/van","private passenger",2010
1903,"red","hatchback",1086,"",2008,3,1350,0,"new","Kia","Picanto","petrol",2,5,"imported built-up","South Korea",48,"None","","1.1 manual","Upper Hutt City","5-gear manual",0,"passenger car/van","private passenger",2008
1904,"red","saloon",1998,"",2010,6,1850,0,"new","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",115,"None","","2.0 es sedan auto","Porirua City","continuously variable",0,"passenger car/van","private passenger",2010
1905,"orange","hatchback",1995,"",2008,5,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfa2 2.0 5dr","Auckland","4-gear auto",0,"passenger car/van","private passenger",2008
1906,"white","saloon",2260,"gg3s-11",2008,1,1695,0,"used","Mazda","Atenza","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Kaipara District","",0,"passenger car/van","private passenger",2004
1907,"silver","domestic trailer",0,"29906",2010,5,1200,0,"new","Kea","K85s Ext Db","",2,0,"nz assembled/built","New Zealand",0,"None","","","Hamilton City","",0,"trailer/caravan","other goods",2010
1908,"silver","station wagon",1590,"wf0nxxw",2008,4,1495,0,"used","Ford","Focus","petrol",0,5,"imported built-up","Germany",0,"Japan","","","Wellington City","",0,"passenger car/van","private passenger",2001
1909,"silver","station wagon",1990,"t30-002",2010,4,1615,0,"used","Nissan","X-trail","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2001
1910,"black","utility",2953,"",2010,8,3025,0,"new","Mazda","Bt-50","diesel",2,5,"imported built-up","Thailand",115,"None","","d/cab w/s 4wd sdx","Southland District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1911,"white","station wagon",2260,"gy3w-11",2010,4,1695,0,"used","Mazda","Atenza","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2003
1912,"blue","hatchback",1496,"ncp13-0",2010,5,1245,0,"used","Toyota","Vitz","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Dunedin City","",0,"passenger car/van","private passenger",2001
1913,"silver","saloon",1990,"wbava76",2008,2,1735,0,"used","Bmw","320","petrol",2,5,"imported built-up","Germany",0,"Japan","","i","Whanganui District","",0,"passenger car/van","private passenger",2007
1914,"white","station wagon",2477,"",2010,1,2710,0,"new","Mitsubishi","Challenger","diesel",0,5,"imported built-up","Thailand",133,"None","","gls 4wd 2.5td auto","Rotorua District","5-gear auto",0,"passenger car/van","private passenger",2010
1915,"silver","utility",2982,"",2010,2,2710,0,"new","Toyota","Hilux","diesel",2,4,"imported built-up","Thailand",126,"None","","3.0td 4wd xc 5m","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1916,"yellow","hatchback",1298,"",2010,2,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","t130 1.3p hatch5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2010
1917,"grey","utility",1998,"",2012,7,2740,0,"new","Ssangyong","Actyon Sport","diesel",2,5,"imported built-up","South Korea",114,"None","","4x4 manual diesel","Waipa District","6-gear manual",0,"goods van/truck/utility","private passenger",2012
1918,"green","saloon",2362,"",2011,9,2015,0,"new","Toyota","Camry","petrol",2,5,"imported built-up","Australia",117,"None","","2.4p gl sedan 5a","Auckland","5-gear auto",0,"passenger car/van","private passenger",2011
1919,"white","station wagon",2164,"",1993,10,0,0,"new","Toyota","Camry","petrol",0,5,"unknown","Australia",0,"None","","","Ruapehu District","",0,"passenger car/van","private passenger",1993
1920,"white","utility",2982,"",2010,4,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd sr5 dc 5m","Tararua District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1921,"silver","utility",3564,"",2011,10,2385,0,"new","Holden","Commodore","petrol",2,2,"imported built-up","Australia",215,"None","","sv6 ute at","Horowhenua District","6-gear auto",0,"goods van/truck/utility","private passenger",2011
1922,"blue","station wagon",2477,"",2010,1,2710,0,"new","Mitsubishi","Challenger","diesel",0,7,"imported built-up","Thailand",133,"None","","exc 4wd 2.5td auto","Auckland","5-gear auto",0,"passenger car/van","private passenger",2010
1923,"blue","domestic trailer",0,"",2010,1,1500,0,"new","Trailer","Homebuilt","",2,0,"nz assembled/built","New Zealand",0,"None","","","Palmerston North City","",0,"trailer/caravan","other goods",2010
1924,"red","station wagon",2488,"",2010,6,1999,0,"new","Mazda","Cx7","petrol",2,5,"imported built-up","Japan",120,"None","","2wd gsx 2.5 5at","Western Bay Of Plenty District","5-gear auto",0,"passenger car/van","private passenger",2010
1925,"silver","saloon",1999,"",2010,8,1713,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",108,"None","","sedan gsx 2.0 auto","Palmerston North City","5-gear auto",0,"passenger car/van","private passenger",2010
1926,"silver","hatchback",1798,"",2009,9,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2009
1927,"silver","station wagon",2362,"acr30-0",2008,2,2080,0,"used","Toyota","Estima","petrol",0,8,"imported built-up","Japan",0,"Japan","","aeras","Masterton District","",0,"passenger car/van","private passenger",2001
1928,"silver","station wagon",1497,"wfy11-2",2009,4,1455,0,"used","Nissan","Wingroad","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Wellington City","",0,"passenger car/van","private passenger",2002
1929,"grey","hatchback",1798,"",2010,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Wellington City","4-gear auto",0,"passenger car/van","private passenger",2010
1930,"grey","hatchback",1498,"bk5p-20",2010,5,1515,0,"used","Mazda","Axela","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2005
1931,"blue","hatchback",1298,"",2008,3,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch3 4a","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2008
1932,"blue","saloon",1998,"",2010,6,1850,0,"new","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",115,"None","","2.0 es sedan auto","Palmerston North City","continuously variable",0,"passenger car/van","private passenger",2010
1933,"blue","saloon",1999,"",2010,7,1713,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",108,"None","","sedan gsx 2.0 auto","Ashburton District","5-gear auto",0,"passenger car/van","private passenger",2010
1934,"black","hatchback",1995,"",2008,6,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfa 2.0 5dr","Palmerston North City","4-gear auto",0,"passenger car/van","private passenger",2008
1935,"orange","hatchback",1995,"",2008,3,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfa2 2.0 5dr","Auckland","4-gear auto",0,"passenger car/van","private passenger",2008
1936,"green","hatchback",1490,"",2010,8,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxh2 1.5 5dr ltd","Christchurch City","5-gear manual",0,"passenger car/van","private passenger",2010
1937,"silver","station wagon",1998,"",2011,12,1970,0,"new","Mitsubishi","Asx","petrol",0,5,"imported built-up","Japan",112,"None","","2wd 2.0p cvt ls","Auckland","continuously variable",0,"passenger car/van","private passenger",2011
1938,"black","utility",2982,"",2010,3,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd dc 5m","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1939,"white","utility",2982,"",2010,2,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd dc 5m","Nelson City","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1940,"grey","station wagon",1998,"",2011,11,1970,0,"new","Mitsubishi","Asx","petrol",0,5,"imported built-up","Japan",112,"None","","2wd 2.0p cvt sport","Waikato District","continuously variable",0,"passenger car/van","private passenger",2011
1941,"white","station wagon",2967,"",2010,1,2265,0,"new","Audi","A4","diesel",0,5,"imported built-up","Germany",176,"None","","3.0tdi q tip avant","Lower Hutt City","6-gear auto",0,"passenger car/van","private passenger",2010
1942,"blue","hatchback",1490,"",2010,2,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxa 1.5 5dr","Palmerston North City","4-gear auto",0,"passenger car/van","private passenger",2010
1943,"red","station wagon",3800,"",1991,4,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Australia",0,"None","","exec","Palmerston North City","",0,"passenger car/van","private passenger",1991
1944,"silver","hatchback",1995,"",2011,6,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfcb2 2.0 5dr ltd","Rotorua District","continuously variable",0,"passenger car/van","private passenger",2011
1945,"orange","hatchback",1490,"",2010,2,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxa 1.5 5dr","Lower Hutt City","4-gear auto",0,"passenger car/van","private passenger",2010
1946,"yellow","hatchback",1586,"",2010,4,1500,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",92,"None","","hatch 1.6 5dr sport","Christchurch City","5-gear manual",0,"passenger car/van","private passenger",2010
1947,"grey","station wagon",2350,"cm2-100",2008,1,1815,0,"used","Honda","Accord","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2003
1948,"white","hatchback",1995,"",2008,3,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfa2 2.0 5dr","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2008
1949,"silver","utility",2982,"",2010,1,2710,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 2wd dc 5m","Grey District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1950,"white","caravan",0,"sgds3as",2008,5,1460,0,"new","Caravan","Swift Charisma 555","",2,0,"imported built-up","United Kingdom",0,"None","","","Waimakariri District","",0,"trailer/caravan","other",2008
1951,"orange","hatchback",1995,"",2010,4,1675,0,"new","Suzuki","Sx4","petrol",2,5,"imported built-up","Japan",107,"None","","glxfcb2 2.0 5dr ltd","Auckland","continuously variable",0,"passenger car/van","private passenger",2010
